#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG3001	DEG30010001	korA	45357566	COG0674C	-	2-oxoglutarate ferredoxin oxidoreductase subunit alpha	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010002	-	45357569	COG1465E	-	3-dehydroquinate synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010003	DP1	45357571	COG1311L	-	DNA polymerase II small subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010004	-	45357572	COG2219L	-	DNA primase large subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010005	argH	45357576	COG0165E	-	argininosuccinate lyase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010006	DP2	45357589	COG1933L	-	DNA polymerase II large subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010007	-	45357591	COG1492H	-	cobyrinic acid a,c-diamide synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010008	-	45357593	COG1241L	-	MCM family DNA replication protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010009	-	45357594	-	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010010	-	45357595	-	-	transcription regulator ArsR	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010011	-	45357596	COG1474LO	-	LysR family protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010012	-	45357597	COG1469S	-	GTP cyclohydrolase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010013	-	45357598	COG2232R	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010014	tfe	45357599	COG1675K	-	transcription initiation factor E subunit alpha	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010015	tfb	45357604	COG1405K	-	transcription initiation factor IIB	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010016	-	45357605	COG3277J	-	H/ACA RNA-protein complex component Gar1	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010017	-	45357606	COG1304C	-	isopentenyl pyrophosphate isomerase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010018	-	45357607	COG0595R	-	beta-lactamase domain-containing protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010019	idsA	45357608	COG0142H	-	bifunctional short chain isoprenyl diphosphate synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010020	hisE	45357614	COG0140E	-	phosphoribosyl-ATP pyrophosphatase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010021	cofH	45357619	COG1060HR	-	FO synthase subunit 2	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010022	mer	45357621	COG2141C	-	methylenetetrahydromethanopterin reductase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010023	rplX	45357623	COG2157J	-	50S ribosomal protein LX	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010024	aIF6	45357624	COG1976J	-	translation initiation factor IF-6	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010025	-	45357625	COG2097J	-	50S ribosomal protein L31e	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010026	argB	45357626	COG0548E	-	acetylglutamate kinase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010027	-	45357634	COG1467L	-	DNA primase small subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010028	-	45357635	COG1548KG	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010029	argG	45357636	COG0137E	-	argininosuccinate synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010030	-	45357643	COG0067E	-	glutamate synthase large subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010031	gltB	45357644	COG0069E	-	glutamate synthase large subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010032	-	45357645	COG0070E	-	glutamate synthase large subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010033	-	45357648	COG1537R	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010034	tfx	45357649	COG1356S	-	transcriptional regulator	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010035	hmgA	45357650	COG1257I	-	hydroxymethylglutaryl-coenzyme A reductase:3-hydroxy-3-methylglutaryl coenzyme A reductase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010036	hemA	45357651	COG0373H	-	glutamyl-tRNA reductase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010037	-	45357652	COG1648H	-	siroheme synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010038	-	45357653	COG0438M	-	glycosyl transferase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010039	-	45357666	COG0214H	-	pyridoxal biosynthesis lyase PdxS	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010040	argC	45357679	COG0002E	-	N-acetyl-gamma-glutamyl-phosphate reductase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010041	-	45357680	COG1920S	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010042	purT	45357686	COG0027F	-	phosphoribosylglycinamide formyltransferase 2	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010043	-	45357692	COG1387ER	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010044	fumA	45357693	COG1951C	-	fumarate hydratase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010045	-	45357694	COG0076E	-	L-tyrosine decarboxylase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010046	guaB	45357696	COG0516F	-	inosine-5'-monophosphate dehydrogenase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010047	thrC	45357698	COG0498E	-	threonine synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010048	leuD	45357699	COG0066E	-	3-isopropylmalate dehydratase small subunit	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010049	dys	45357700	COG1899O	-	deoxyhypusine synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010050	-	45357703	COG0068O	-	(NiFe) hydrogenase maturation protein HypF	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010051	-	45357705	COG0028EH	-	thiamine pyrophosphate dependent protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010052	-	45357706	COG4069S	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010053	-	45357709	COG1233Q	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010054	-	45357710	COG1348P	-	nitrogenase reductase-like protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010055	aksA	45357716	COG0119E	-	trans-homoaconitate synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010056	-	45357717	COG4070O	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010057	arsA	45357726	COG0003P	-	arsenite-activated ATPase ArsA	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010058	cbiX(s)	45357727	COG2138S	-	sirohydrochlorin cobaltochelatase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010059	-	45357736	COG0770M	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010060	purQ	45357741	COG0047F	-	phosphoribosylformylglycinamidine synthase I	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010061	purL	45357742	COG0046F	-	phosphoribosylformylglycinamidine synthase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010062	-	45357749	COG0009J	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010063	thiC	45357750	COG0422H	-	thiamine biosynthesis protein ThiC	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010064	-	45357774	COG2454S	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010065	-	45357775	COG0423J	-	glycyl-tRNA synthetase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010066	ppaC	45357782	COG1227C	-	manganese-dependent inorganic pyrophosphatase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010067	-	45357785	-	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010068	-	45357786	-	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010069	hemL	45357787	COG0001H	-	glutamate-1-semialdehyde aminotransferase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010070	gldA	45357788	COG0371C	-	glycerol dehydrogenase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010071	nrdD	45357790	COG1328F	-	anaerobic ribonucleoside-triphosphate reductase	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010072	pfdB	45357808	COG1382O	-	prefoldin subunit beta	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010073	-	45357809	COG2892S	-	hypothetical protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010074	-	45357810	COG2136JA	-	ribosomal biogenesis protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010075	-	45357811	COG1996K	-	DNA-directed RNA polymerase-like protein	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
DEG3001	DEG30010076	rpl37ae	45357812	COG1997J	-	50S ribosomal protein L37Ae	Methanococcus maripaludis S2	NC_005791	Rich medium	-	-	-
